119 23 0:00:30 1 0:00:19 1
120 44 0:06:37 0 0:04:30 0
121 44 0:03:14 1 0:01:31 1
122 44 0:01:01 1 0:00:02 1
123 44 0:01:39 1 0:00:51 1
124 44 0:05:32 1 0:04:52 1
125 28 0:00:53 1 0:00:31 1
126 28 0:02:17 1 0:02:06 1
127 28 0:04:09 0 0:02:06 0
128 28 0:02:13 1 0:02:01 1
129 28 0:00:44 1 0:00:30 1
130 29 0:01:09 1 0:00:39 1
131 29 0:01:12 1 0:00:58 1
132 29 0:00:59 1 0:00:28 1
133 29 0:01:15 1 0:00:31 1
134 29 0:00:37 1 0:00:19 1
135 11 0:00:05 1 0:00:03 1
136 11 0:00:06 1 0:00:04 1
137 11 0:00:03 1 0:00:01 1
138 11 0:00:06 1 0:00:02 1
139 11 0:00:05 1 0:00:03 1
140 20 0:00:08 1 0:00:03 1
141 20 0:00:39 0 0:00:17 0
142 20 0:00:21 1 0:00:11 1
143 20 0:00:43 1 0:00:35 1
144 20 0:02:13 0 0:00:12 0
145 14 0:00:25 1 0:00:21 1
146 14 0:00:06 1 0:00:01 1
147 14 0:02:01 0 0:02:01 0
148 14 0:01:31 0 0:00:00 0
149 14 0:01:31 0 0:00:00 0
150 25 0:02:15 0 0:02:14 0
100 40 0:03:36 1 0:02:45 1 30 28
10 38 0:02:22 0 0:02:20 0 10 9
11 38 0:02:32 0 0:02:31 0 24 22
12 38 0:01:06 1 0:00:28 1 13 12
13 38 0:02:49 1 0:02:17 1 28 27
14 38 0:04:14 0 0:03:38 0 35 33
15 33 0:02:40 0 0:02:38 0 17 15
16 33 0:00:19 1 0:00:02 1 3 1
17 33 0:00:25 1 0:00:08 1 4 3
18 33 0:02:54 0 0:02:52 0 20 18
19 33 0:02:33 0 0:02:31 0 14 13
20 56 0:03:53 0 0:01:37 1 15 14
21 56 0:02:33 0 0:00:18 1 3 2
22 56 0:04:19 0 0:02:04 1 8 7
23 56 0:06:10 0 0:06:09 0 49 48
24 56 0:03:41 0 0:03:39 0 33 32
25 42 0:00:53 1 0:00:12 1 4 3
26 42 0:02:37 0 0:00:30 0 6 4
27 42 0:03:23 0 0:03:22 0 29 28
28 42 0:01:21 1 0:00:47 1 9 7
29 42 0:02:37 0 0:00:30 1 6 5
30 54 0:01:51 1 0:00:16 1 4 3
31 54 0:10:51 0 0:08:38 1 50 49
32 54 0:10:43 0 0:08:30 1 49 48
33 54 0:03:52 0 0:03:50 0 30 29
34 54 0:03:50 0 0:03:48 0 29 28
35 11 0:00:13 1 0:00:08 1 6 4
36 11 0:00:16 1 0:00:12 1 6 5
37 11 0:00:17 1 0:00:12 1 7 6
38 11 0:00:04 1 0:00:01 1 2 1
39 11 0:00:04 1 0:00:01 1 2 1
40 11 0:00:11 1 0:00:06 0 4 2
41 11 0:00:21 1 0:00:13 0 8 6
42 11 0:00:16 1 0:00:12 1 6 5
43 11 0:00:08 1 0:00:03 1 4 2
44 11 0:00:17 1 0:00:12 1 7 6
45 11 0:00:16 1 0:00:13 0 4 2
46 11 0:00:15 1 0:00:10 1 5 4
47 11 0:00:15 1 0:00:10 1 5 4
48 11 0:00:13 1 0:00:06 1 4 3
49 11 0:01:32 1 0:00:12 1 7 6
50 13 0:00:15 1 0:00:11 1 7 6
10 38 0:00:14 0 0 0 10 9
12 38 0:00:17 0 0 0 13 12
13 38 0:00:19 0 0 0 28 27
14 38 0:00:27 0 0 0 35 33
15 33 0:00:12 0 0 0 17 15
17 33 0:00:08 0 0 0 4 3
18 33 0:00:23 0 0 0 20 18
19 33 0:00:16 0 0 0 14 13
20 56 0:02:13 0 0 0 15 14
21 56 0:01:20 0 0 0 3 2
22 56 0:02:14 0 0 0 8 7
23 56 0:00:53 0 0 0 49 48
24 56 0:00:35 0 0 0 33 32
25 42 0:00:19 0 0 0 4 3
26 42 0:02:00 0 0 0 6 4
27 42 0:00:24 0 0 0 29 28
29 42 0:02:02 0 0 0 6 5
30 54 0:00:51 0 0 0 4 3
31 54 0:01:40 0 0 0 50 49
32 54 0:01:46 0 0 0 49 48
33 54 0:00:56 0 0 0 30 29
34 54 0:00:55 0 0 0 29 28
36 11 0:00:03 0 0 0 6 5
37 11 0:00:03 0 0 0 7 6
38 11 0:00:03 0 0 0 2 1
39 11 0:00:02 0 0 0 2 1
40 11 0:00:02 0 0 0 4 2
41 11 0:00:03 0 0 0 8 6
42 11 0:00:03 0 0 0 6 5
44 11 0:00:05 0 0 0 7 6
45 11 0:00:02 0 0 0 4 2
46 11 0:00:04 0 0 0 5 4
47 11 0:00:04 0 0 0 5 4
48 11 0:00:04 0 0 0 4 3
49 11 0:00:02 0 0 0 7 6
50 13 0:00:04 0 0 0 7 6
10 38 0:00:27 1 0 1 9 9
11 38 0:00:17 0 0 0 23 22
12 38 0:00:30 1 0 1 12 12
13 38 0:00:28 1 0 1 27 27
14 38 0:00:32 0 0 0 34 33
15 33 0:00:37 1 0 0 16 15
16 33 0:00:21 0 0 0 2 1
17 33 0:00:15 1 0 1 3 3
18 33 0:00:30 1 0 0 19 18
19 33 0:01:27 1 0 1 13 13
20 56 0:02:14 0 0 1 14 14
21 56 0:02:14 0 0 1 2 2
22 56 0:02:14 0 0 1 7 7
23 56 0:01:20 1 0 1 48 48
24 56 0:01:31 1 0 1 32 32
25 42 0:00:45 1 0 1 3 3
26 42 0:02:07 0 0 0 5 4
27 42 0:01:15 1 0 1 28 28
28 42 0:00:34 0 0 0 8 7
29 42 0:02:07 0 0 1 5 5
30 54 0:01:37 1 0 1 3 3
31 54 0:02:13 0 0 1 49 49
32 54 0:02:13 0 0 1 48 48
33 54 0:02:14 0 0 1 29 29
34 54 0:02:13 0 0 1 28 28
35 11 0:00:03 0 0 0 5 4
36 11 0:00:04 1 0 1 5 5
37 11 0:00:05 1 0 1 6 6
38 11 0:00:02 1 0 1 1 1
39 11 0:00:02 1 0 1 1 1
40 11 0:00:06 1 0 0 3 2
41 11 0:00:09 1 0 0 7 6
42 11 0:00:05 1 0 1 5 5
43 11 0:00:02 0 0 0 3 2
44 11 0:00:05 1 0 1 6 6
45 11 0:00:04 1 0 0 3 2
46 11 0:00:05 1 0 1 4 4
47 11 0:00:05 1 0 1 4 4
48 11 0:00:07 1 0 1 3 3
49 11 0:01:20 1 0 1 6 6
50 13 0:00:05 1 0 1 6 6
0 22 0:00:12 1 0 1 12 12
1 22 0:00:05 0 0 0 13 12
2 22 0:00:24 1 0 1 17 17
3 22 0:00:11 1 0 1 14 14
4 22 0:00:05 1 0 1 8 8
5 26 0:00:08 1 0 1 5 5
6 26 0:00:15 1 0 0 20 19
7 26 0:00:25 1 0 1 3 3
8 26 0:00:29 1 0 1 4 4
9 26 0:00:08 1 0 1 1 1
29 42 0:01:36 1 0 1 5 5
31 54 0:02:13 0 0 1 49 49
32 54 0:02:12 0 0 1 48 48
33 54 0:02:05 1 0 1 29 29
34 54 0:02:12 0 0 1 28 28
6 26 0:00:14 1 0 0 20 19
